Date,MMM,American Express,Boeing,Caterpillar,Coca Cola,IBM,Intel,J&J,JPMorgan,McDonalds,Merck & Co.,Microsoft,Procter & Gamble,The Home Depot,Walmart,Walt Disney,DJIA
4/1/1999,20.22,25.81,21.7,12.8,16.39,49.38,18.35,26.47,27.39,26.31,31.84,29.28,27.03,26.2,30.97,24.09,9832.51
4/5/1999,20.29,26.76,21.94,13.38,16.27,51.31,19.36,26.68,27.18,26.74,31.15,30,27.69,26.84,31.68,24.09,10007.33
4/6/1999,20,26.29,21.98,13.19,16.09,51.05,19.8,26.5,27.35,26.56,31.1,29.72,27.63,26.49,31.78,23.42,9963.49
4/7/1999,19.82,26.97,22.3,13.23,15.85,52.03,20.06,26.68,29.12,26.96,31.94,29.48,27.66,27.05,32.39,25.14,10085.31
4/8/1999,19.93,27.25,22.14,13.26,16.37,52.17,19.9,27.35,30.33,27.03,32.51,29.88,27.66,28.38,33.96,26.05,10197.7
4/9/1999,19.79,27.38,22.42,13.29,16.34,51.98,19.86,27.56,29.53,26.42,33.16,29.78,27.85,28.65,34.13,26.38,10173.84
4/12/1999,19.74,28.88,22.26,14.01,16.64,51.17,18.6,28.01,29.98,26.45,33.86,29.38,28.26,28.46,34.84,27.1,10339.51
4/13/1999,20.26,29.54,22.14,14.93,17.03,50.22,18.37,27.73,30.15,26.81,33.11,28.47,28.24,27.53,34.73,26.57,10395.01
4/14/1999,20.92,29.12,24.3,16.55,17.06,50.04,17.31,26.63,29.81,26.06,31.27,27.13,27.21,27.02,32.76,26.76,10411.66
4/15/1999,22.03,28.52,26.66,16.86,17.28,49.59,17.74,25.92,29.53,25.52,30.82,28.08,26.49,26.81,32.47,26.05,10462.72
4/16/1999,22.22,27.7,25.34,17.4,17.67,47.53,17.38,26.19,29.7,25.63,30.92,27.37,26.96,26.94,31.56,25.52,10493.89
4/19/1999,23.42,26.9,25.3,16.84,17.47,46.52,16.85,25.38,29.33,24.8,29.13,25.59,25.98,24.95,29.81,24.8,10440.53
4/20/1999,22.69,27.2,25.1,16.55,17.55,47.36,17.17,27.07,28.64,25.45,29.98,26.26,26.31,25.75,31.72,25.28,10448.55
4/21/1999,22.97,28.77,25.82,16.82,18.17,47.95,17.74,28.33,28.79,26.17,30.22,25.91,27.24,26.55,32.39,25.57,10581.42
4/22/1999,22.22,29.26,25.78,16.39,17.89,54.26,18.67,28.82,29.59,25.77,31.02,26.84,25.92,26.47,33.26,25.57,10727.18
4/23/1999,22.46,28.88,25.9,16.6,17.89,55.73,18.75,28.61,29.38,25.45,30.17,27.17,24.92,26.57,33.84,26.38,10689.67
4/26/1999,22.76,28.65,25.3,16.99,18.05,58.55,19.56,28.17,28.51,25.05,29.48,27.8,26.11,25.88,33.84,26.76,10718.59
4/27/1999,22.46,29.6,25.18,17.42,18.68,59.14,18.9,28.66,29.53,24.94,29.3,26.54,25.76,26.15,33.71,24.85,10831.71
4/28/1999,23.49,28.38,25.9,17.69,18.27,57.19,18.58,27.98,28.86,24.51,28.18,25.95,25.44,26.25,32.68,24.85,10845.45
4/29/1999,23.8,28.88,25.82,17.95,18.24,57.14,18.46,27.75,28.94,24.15,28.03,25.93,25.75,25.27,31.14,23.23,10878.38
4/30/1999,24.74,27.88,25.98,17.64,18.31,58.36,18.58,27.42,28.47,24.44,28.03,25.69,25.83,25.43,30.56,24.28,10789.04
5/3/1999,26.1,28.45,27.49,17.86,18.56,59.21,19.17,27.49,28.56,24.36,28.16,25.24,25.95,26.09,30.64,23.9,11014.69
5/4/1999,26.11,27.12,27.57,17.93,18.47,59.14,18.73,26.71,28.38,23.54,28.23,24.66,25.26,25.22,29.23,23.51,10886.11
5/5/1999,25.68,27.6,28.21,17.85,18.96,59.18,19.44,26.43,27.67,23.43,29,25,25.11,25.03,29.94,22.99,10955.41
5/6/1999,25.61,27.94,28.73,17.92,18.59,58.44,18.13,27.45,26.77,23.54,29.63,24.62,25.37,24.26,28.48,22.84,10946.82
5/7/1999,25.82,28.73,29.25,17.32,18.22,60.68,18.51,27.03,27.05,23.07,29.68,24.98,25.04,24.39,29.73,22.94,11031.59
5/10/1999,26.18,27.94,28.17,16.92,18.04,61.06,18.42,26.26,27.26,22.78,28.73,25.18,24.85,23.99,30.02,22.75,11007.25
5/11/1999,26.41,27.26,27.77,17.32,18,61.73,18.93,26.1,27.61,24.11,28.51,25.24,25.23,25.22,31.43,22.51,11026.15
5/12/1999,26.1,26.88,27.3,16.65,17.87,62.98,18.99,26.63,28.41,24.08,28.51,25.43,25.59,25.11,30.93,22.32,11000.37
5/13/1999,25.28,26.61,27.46,16.61,17.68,68.71,18.24,26.78,28.99,23.57,29.08,25,25.33,25.08,31.22,22.46,11107.19
5/14/1999,25.11,25.81,27.58,16.72,17.55,66.82,17.62,26.19,27.28,23.28,28.38,24.29,25.42,24.74,30.81,22.46,10913.32
5/17/1999,24.81,25.94,27.26,16.75,18.05,66.33,18.06,25.88,27.13,22.89,28.66,25,25.92,24.87,30.35,22.18,10853.47
5/18/1999,24.48,26.53,28.02,16.08,18.49,66.61,17.9,25.49,27.18,23.46,28.01,24.86,25.85,25.16,30.85,22.61,10836.95
5/19/1999,25,26.64,28.47,15.89,18.41,65.88,18.13,26.33,27.67,23.32,28.08,25.06,26.16,24.6,30.35,22.89,10887.39
5/20/1999,25.02,26.32,28.63,16.15,18.27,65.04,17.52,26.79,27.67,23.1,28.78,24.78,26.62,24.68,29.56,22.8,10866.74
5/21/1999,24.88,25.65,28.83,16.34,18.29,64.34,17.31,26.09,27.24,22.99,28.41,24.51,26.78,24.74,28.73,22.56,10829.28
5/24/1999,25.13,24.92,28.47,16.22,17.97,62.49,16.99,25.52,26.18,22.35,27.83,24.41,25.87,24.42,28.44,22.84,10654.67
5/25/1999,25.07,24.42,27.62,16.08,18.02,61.78,16.06,24.77,25.47,22.06,27.19,24.09,26.04,23.67,28.15,22.84,10531.09
5/26/1999,24.85,25.5,26.5,15.84,18.42,65.99,15.7,25.38,26.01,22.2,26.81,24.8,26.37,24.5,28.52,22.94,10702.16
5/27/1999,24.06,24.93,26.5,15.18,18.32,64.8,16.14,25.45,25.11,21.9,26.29,24.76,25.88,24.18,27.32,22.65,10466.93
5/28/1999,23.99,25.82,26.98,15.04,18.42,64.8,16.42,26.12,24.98,22.23,26.94,25.49,25.71,24.07,28.32,22.27,10559.74
6/1/1999,24.67,25.21,27.34,16.1,18.59,62.56,15.4,26.12,24.89,22.3,27.14,24.8,26.33,23.75,28.86,22.03,10596.26
6/2/1999,24.99,25.26,27.06,16,18.46,63.54,15.78,25.86,24.52,22.09,26.7,24.78,25.95,24.13,29.48,22.27,10577.89
6/3/1999,24.97,25.94,27.3,16.56,18.51,63.09,15.34,26.42,24.72,22.81,27.33,24.13,25.75,24.95,30.23,22.18,10663.69
6/4/1999,24.55,26.72,28.19,17.21,18.76,64.8,16.16,27.27,25.64,23.67,28.25,25.14,26.61,25.75,30.56,23.42,10799.84
6/7/1999,25.37,27.3,28.06,17.33,18.22,67.31,16.23,27.06,26.49,23.1,27.73,25.35,26.87,25.59,30.39,23.61,10909.38
6/8/1999,25.02,27.52,28.1,17.03,18.22,65.15,15.7,26.16,25.84,23.53,27.45,25.08,26.11,24.86,29.48,22.65,10765.64
6/9/1999,24.41,26.69,27.1,16.85,18.02,65.36,16.14,25.89,25.47,23.67,27.95,26.01,25.4,25.29,29.31,22.51,10690.29
6/10/1999,24.36,26.26,27.46,16.96,17.78,64.38,16.82,25.24,25.24,24.18,27.15,25.24,24.58,25.07,28.65,22.46,10621.27
6/11/1999,24.04,25.92,27.34,16.29,17.37,63.86,16.54,25.63,25.28,24.03,26.63,24.68,23.75,25.53,28.36,22.08,10490.51
6/14/1999,24.97,25.22,26.82,16.43,17.47,64.52,16.52,25.56,25.45,23.82,26.5,24.51,23.22,24.75,28.65,22.18,10563.33
6/15/1999,25.13,25.4,27.3,16.01,17.19,64.73,16.92,25.58,25.93,24.03,27.05,24.55,23.82,24.3,28.23,22.37,10594.99
6/16/1999,25.41,26.45,27.42,16.15,17.22,67.42,18.13,25.63,27.74,24.32,27.45,25.59,23.7,24.83,29.51,22.46,10784.95
6/17/1999,25.35,26.82,27.98,16.13,17.41,67.14,17.62,25.93,27.41,24.65,27.8,26.18,24.3,25.53,29.01,22.94,10841.63
6/18/1999,25.46,26.6,28.63,16.85,17.1,67.45,16.69,25.59,27.65,24.25,27.6,26.86,24.21,25.98,29.1,23.32,10855.56
6/21/1999,25.25,26.94,27.58,16.68,16.6,69.69,17.26,25.4,28.82,23.96,27.78,28.1,23.94,26.35,29.97,23.51,10815.98
6/22/1999,25.07,26.61,27.74,16.49,16.88,68.92,16.92,25.61,28.21,23.82,27.9,27.33,23.85,26.35,29.89,23.04,10721.63
6/23/1999,25.53,26.16,27.38,16.34,16.65,68.67,17.18,25.52,27.69,23.53,27.15,27.17,23.94,25.98,29.51,22.61,10666.86
6/24/1999,24.83,25.6,27.46,16.17,16.88,68.46,16.73,25.82,27.61,23.1,27.58,26.74,23.53,25.53,28.81,22.61,10534.83
6/25/1999,24.69,26.12,27.94,16.07,16.68,68.78,16.8,25.56,28.02,22.88,27.55,26.84,23.49,25.66,28.89,22.7,10552.56
6/28/1999,24.34,26.72,27.74,16.65,16.46,68.46,17.31,25.63,28.51,23.24,28.03,27.41,23.47,26.78,30.3,22.41,10655.15
6/29/1999,24.36,27.18,28.1,16.75,16.5,69.62,18,26.51,28.51,23.93,28.6,27.8,23.72,27.26,31.13,23.04,10815.35
6/30/1999,24.32,27.81,28.23,16.44,16.72,72.2,18.07,27.64,29.85,23.75,29.45,28.49,24.27,27.44,32.09,23.56,10970.8
7/1/1999,24.39,28.45,28.27,16.77,17.49,73.18,19.1,27.48,29.8,24.07,30.1,28.81,23.7,27.1,31.76,22.18,11066.42
7/2/1999,24.86,29.42,28.27,16.97,17.47,73.88,19.29,27.48,29.49,23.71,30.1,29.07,23.37,27.26,32.42,21.65,11139.24
7/6/1999,25.32,29.55,27.82,16.25,17.15,73.18,19.4,27.32,29.84,23.49,29.58,28.3,23.53,27.5,32.71,21.36,11135.12
7/7/1999,25.28,29.02,27.98,17.03,16.99,74.19,19.55,27.6,29.34,23.71,29.88,29.17,23.75,27.92,31.92,21.46,11187.36
7/8/1999,25.39,28.59,28.47,16.77,17.02,74.85,19.97,26.99,29.65,23.46,30.13,29.24,23.51,27.89,31.26,21.27,11126.89
7/9/1999,25.06,28.53,28.59,16.77,17.15,76.74,20.12,27.09,29.54,25.73,30.08,29.46,23.89,28.03,31.88,21.12,11193.7
7/12/1999,24.71,28.91,28.67,16.72,17,76.98,19.88,27.48,29.17,25.37,30,29.76,23.96,27.84,31.55,21.27,11200.98
7/13/1999,25.02,28.45,29.71,16.41,16.83,77.02,19.86,27.29,28.71,25.84,29.85,29.58,24.49,27.73,31.63,21.08,11175.02
7/14/1999,24.62,28.11,30.55,16.39,16.68,76.67,20.66,27.11,28.35,25.48,29.1,30,25.02,28.11,31.68,21.03,11148.1
7/15/1999,24.57,28.7,29.99,16.31,17.25,76.15,20.56,27.29,28.48,25.22,29.2,29.82,25.16,29.78,31.59,21.51,11186.41
7/16/1999,24.6,29.04,29.51,16.24,17.52,76.11,20.39,27.5,28.37,25.48,28.45,31.42,24.78,29.65,31.92,21.41,11209.84
7/19/1999,24.71,29.75,29.15,16.6,17.04,75.2,20.52,27.06,28.48,25.08,28.25,31.08,24.71,29.73,31.97,21.27,11187.68
7/20/1999,25.02,28.6,29.03,16.58,16.97,71.64,19.73,27.2,28.04,24.72,27.48,29.48,24.96,27.89,31.18,20.93,10996.13
7/21/1999,25.18,28.64,28.79,16.71,16.88,72.06,19.92,27.48,28.19,24.83,27.48,29.92,24.87,28.03,30.22,20.79,11002.78
7/22/1999,25.37,29.28,29.43,16.67,17.02,69.2,19.4,27.74,28.89,24.39,27.75,28.77,24.8,27.26,30.05,20.65,10969.22
7/23/1999,25.04,28.98,29.91,16.81,16.78,69.72,19.5,27.59,28.28,24.25,27.6,28.51,24.39,27.52,29.89,20.5,10910.96
7/26/1999,24.88,29.18,29.03,16.53,17,68.71,19.1,27.43,28.74,24.61,27.33,27.68,24.13,27.18,30.35,21.03,10863.16
7/27/1999,24.86,30.43,29.67,16.57,16.85,70.52,20.52,27.29,29.04,24.36,27.5,28.06,24.35,26.59,30.3,21.6,10979.04
7/28/1999,24.93,30.19,29.79,16.88,16.55,71.71,21.36,27,28.76,24.25,27.4,28.44,23.8,27.73,29.97,21.7,10972.07
7/29/1999,25.41,29.62,29.03,16.22,16.58,70.04,21.11,26.3,27.83,24.07,26.7,27.47,24.35,27.34,?,21.22,10791.29
7/30/1999,24.6,28.16,29.11,16.15,16.33,70.21,20.96,25.68,26.72,24.07,27.05,27.11,25.03,27.18,28.1,21.08,10655.15
8/2/1999,24.95,27.8,29.39,16.14,16.19,68.29,21.66,25.93,27.13,24.68,26.95,26.8,24.91,26.56,28.18,20.79,10645.96
8/3/1999,25.21,27.08,30.19,15.95,16.4,66.68,22.16,26.56,27.33,24.47,26.8,26.78,25.89,25.82,27.89,20.5,10677.31
8/4/1999,25.67,26.4,29.91,15.76,16.21,66.2,22.13,25.95,27.2,24.25,25.8,26.84,25.65,25.07,27.23,19.88,10674.77
8/5/1999,26.42,27.17,29.67,15.47,16.41,68.81,21.71,25.61,27.26,24.07,25.6,27.09,25.96,24.51,27.52,19.79,10793.82
8/6/1999,26.82,26.3,29.87,15.91,15.97,69.06,21.75,25.93,26.27,23.28,24.93,26.89,25.73,24.41,27.44,19.5,10714.03
8/9/1999,26.51,26.72,29.95,15.91,16.11,68.32,22.32,26.25,26.22,23.6,24.83,26.48,25.27,23.82,26.73,19.69,10707.7
8/10/1999,26.65,26.61,29.55,16.22,16.13,66.72,21.8,26.02,25.77,22.95,24.9,26.2,25.91,24.11,28.52,19.59,10655.15
8/11/1999,27.1,27.15,29.63,16.33,16.02,68.95,23.1,26.09,26.68,22.73,24.38,26.6,25.77,24.59,28.85,19.79,10787.8
8/12/1999,27.07,27.73,29.44,16.81,16.21,67.73,23.08,26.72,26.24,22.59,24.8,25.83,25.44,25.29,29.51,19.98,10789.39
8/13/1999,27.33,28.79,29.2,17.15,16.13,68.99,24.24,27.53,27.44,23.1,25.5,26.76,25.7,26.99,29.8,20.79,10973.65
8/16/1999,27.42,29.04,29.68,17.17,16.01,71.23,23.87,27.6,27.83,23.6,25.93,26.64,25.94,27.26,30.59,21.36,11046.79
8/17/1999,27.4,29.98,29.92,17.08,16.21,71.85,24.01,27.81,28.78,24.03,26,26.72,26.36,26.86,31.22,21.79,11117.08
8/18/1999,26.89,29.34,29.68,16.81,15.77,69.27,23.86,27.21,29.47,24.29,25.93,26.86,26.18,26.67,30.84,22.32,10991.38
8/19/1999,27.1,29.6,29.08,16.62,15.65,68.74,23.49,27.1,28.58,23.78,26.2,26.48,26.05,26.19,30.64,22.46,10963.84
8/20/1999,27.13,30.54,29.44,16.62,15.86,68.08,24.29,27.99,29.04,23.89,27.05,26.34,26.87,26.75,31.05,22.84,11100.61
8/23/1999,27.84,31.29,29.56,17.34,15.86,69.58,25.2,28.66,29.71,23.85,28.03,27.31,27.15,27.36,31.76,22.94,11299.76
8/24/1999,27.75,31.61,29.04,17.36,15.97,68.22,25.26,29.19,30.01,23.71,27.6,29.13,27.7,27.18,31.63,22.8,11283.3
8/25/1999,27.94,31.47,28.51,17.29,16.53,68.43,25.43,29.91,29.65,24.68,28.2,30.11,28.36,27.97,32.17,22.84,11326.04
8/26/1999,27.71,31.46,28.55,17.39,16.6,68.74,24.63,29.54,29.13,24.25,27.53,29.9,27.7,26.83,31.47,22.56,11198.45
8/27/1999,27.49,30.91,28.19,16.98,16.73,69.34,25.22,28.91,28.82,24.47,27.25,29.46,27.08,27.26,31.05,22.27,11090.17
8/30/1999,26.73,29.86,28.79,16.4,16.41,68.88,25,28.96,28.24,24.31,27.25,29.15,27.22,26.35,30.26,21.79,10914.13
8/31/1999,26.59,29.39,29.16,15.6,16.13,69.65,24.98,28.92,29.02,23.92,26.88,29.24,27.43,26.21,29.47,21.22,10829.28
9/1/1999,26.64,29.71,28.95,15.98,16.18,71.16,25.36,28.71,28.68,23.27,27.68,29.19,27.5,26.1,29.93,21.46,10937.88
9/2/1999,27.1,29.04,28.91,16.22,16.04,70.39,25.93,28.29,28,23.41,27.42,29.01,27.67,25.99,30.39,21.22,10843.21
9/3/1999,27.36,30.35,29.24,16.31,15.47,72.06,27.14,28.68,29.47,24.17,28.33,30.29,27.89,27.09,31.63,21.36,11078.45
9/7/1999,27.8,30.16,28.91,16.09,14.73,73.81,26.63,28.8,28.22,24.42,27.65,29.78,28.43,27.03,30.76,21.94,11034.13
9/8/1999,28,29.55,28.67,16.15,14.9,73.11,26.12,28.43,28.35,24.5,27.8,29.15,28.39,27.54,31.34,22.22,11036.34
9/9/1999,27.71,29.63,29.04,16.19,14.83,75.35,26.67,28.52,26.87,24.57,27.8,29.72,28.15,28.21,31.59,21.98,11079.4
9/10/1999,27.49,29.92,29.12,15.64,14.86,75.49,26.55,28.15,26.85,25.07,28.05,30.01,28.5,28.87,31.72,21.31,11028.43
9/13/1999,27.71,29.98,28.83,16.38,14.97,74.02,25.64,28.09,26.94,25.65,27.98,29.66,28.1,29.14,31.92,21.46,11030.33
9/14/1999,27.31,29.79,28.67,16.1,14.8,74.55,26.08,27.7,26.83,25.47,27.55,30.03,27.51,28.98,31.22,21.36,10910.33
9/15/1999,27.47,29.31,28.59,16.17,14.62,73.78,25.22,27.49,26.85,25.11,27.35,29.26,27.22,28.13,30.29,21.03,10801.42
9/16/1999,27.03,29.18,28.27,15.59,14.62,72.69,25.11,27.08,27.05,24.75,27.9,29.7,27.67,28.13,30.17,21.03,10737.46
9/17/1999,27.64,29.9,28.07,16.07,14.6,70.11,25.72,27.17,26.89,24.75,27.6,30.47,27.95,28.63,31.04,21.6,10803.63
9/20/1999,27.63,29.75,27.59,15.72,14.67,72.76,25.55,27.3,27.2,24.64,28.18,30.82,27.89,28.55,30.75,21.55,10823.9
9/21/1999,27.17,29.44,27.51,15.4,14.53,71.09,24.92,26.59,26.33,24.71,27.63,29.9,27.7,27.99,30.46,21.17,10598.47
9/22/1999,26.91,29.16,27.99,15.48,14.18,70,25.17,26.38,26.48,25.15,28.08,30.35,27.08,28.29,31.46,20.93,10524.07
9/23/1999,26.8,28.94,27.51,14.97,13.77,68.22,23.55,25.78,26.09,24.97,27.55,28.81,26.65,28.29,31.08,20.36,10318.59
9/24/1999,25.83,29.15,27.06,14.91,13.82,69.9,23,25.46,26.14,24.86,26.55,28.73,26.89,28.34,30.96,20.12,10279.33
9/27/1999,26.27,28.86,26.82,14.74,13.79,68.78,23.76,26.02,25.7,24.86,26.49,28.89,27.46,28.07,30.84,19.98,10303.39
9/28/1999,26.08,29.03,26.94,14.62,13.72,69.06,23.55,25.88,25.59,24.89,26.27,29.11,27.34,28.18,31.25,20.22,10275.53
9/29/1999,26.47,28.55,27.14,15.05,13.22,67.14,22.85,25.94,25.31,24.57,25.84,28.28,26.48,28.55,30.38,20.02,10213.48
9/30/1999,27.03,28.86,27.43,15.1,13.05,67.66,22.58,25.99,26.14,25,26.04,28.61,25.91,29.24,31.67,19.88,10336.95
10/1/1999,26.55,28.08,27.59,14.79,13.27,65.84,22.77,26.59,25.68,25.15,27.37,28.43,25.82,29.64,32.17,19.4,10273
10/4/1999,26.15,29.4,28.11,15.17,12.86,67.03,23.4,26.73,26.96,25.72,27.83,29.24,26.6,30.34,33.5,19.59,10401.23
10/5/1999,26.29,30.07,28.19,15.03,12.96,68.22,23.15,26.64,26.37,25.11,28.18,29.01,26.37,30.12,34.12,19.07,10400.59
10/6/1999,26.45,31.37,27.95,15.59,14.04,66.65,23.38,26.8,26.48,24.93,28.98,29.6,26.82,30.87,34.21,19.59,10588.34
10/7/1999,26.8,31.24,27.51,15.4,14.06,65.07,22.98,26.66,26,24.82,28.48,29.62,26.86,30.79,34.16,19.63,10537.05
10/8/1999,26.8,32.05,27.02,15.6,14.35,63.47,23,27.93,26.35,25,29.63,30,27.1,31.75,36.87,19.4,10649.76
10/11/1999,26.73,31.88,26.98,16.1,14.16,63.89,23.25,27.83,,25.11,30.19,29.8,27.08,31.8,35.91,19.35,10648.18
10/12/1999,25.99,31.1,25.5,15.29,13.67,61.51,23.3,27.37,25.54,24.82,29.71,29.24,26.86,31.38,35.87,19.16,10417.06
10/13/1999,25.55,30.41,26.06,15.59,13.44,58.75,21.92,26.96,24.82,24.53,29.13,28.77,26.29,30.36,34.16,18.87,10232.16
10/14/1999,25.85,30.41,28.07,15.33,13.67,59.83,22.29,26.77,24.73,24.06,29.33,28.65,26.48,30.26,34.87,19.11,10286.61
10/15/1999,25.15,28.91,27.35,15.45,13.5,60.32,21.54,26.39,23.19,24.03,28.23,27.82,25.79,29.19,33.83,18.49,10019.71
10/18/1999,24.95,29.52,27.1,15.26,13.79,59.83,21.08,26.73,23.82,24.28,29.01,27.76,26.34,29.38,34.71,18.1,10116.28
10/19/1999,25.29,29.95,27.51,15.16,14.28,59.9,19.79,28.22,24.8,25.04,30.11,27.27,27.2,30.02,35.08,18.39,10204.93
10/20/1999,25.43,31,28.39,14.88,14.26,59.83,21.25,28.99,26.43,25.51,30.41,29.15,27.6,30.84,36.49,19.06,10392.36
10/21/1999,25.6,31.02,28.75,14.45,14.69,50.89,21.79,29.65,27.07,24.46,31.59,29.4,27.97,30.63,36.54,18.87,10297.69
10/22/1999,26.04,31.83,28.71,15.3,14.94,52.53,22.32,29.63,28.11,23.3,32.05,29.28,27.93,30.82,37.99,19.97,10470.25
10/25/1999,26.11,30.7,28.43,14.95,15.23,52.49,21.65,29.77,27.17,22.62,31.57,29.21,27.64,30.66,37.24,19.63,10349.93
10/26/1999,26.96,31,28.87,15.37,15.01,53.4,21.71,29.79,27.13,22.83,31.19,29.19,27.22,30.12,35.45,19.35,10302.13
10/27/1999,27.45,32.25,28.87,15.35,15.4,52,21.1,29.51,28.85,22.83,31.27,28.71,27.52,29.7,35.29,19.54,10394.89
10/28/1999,27.26,34.48,29.44,15.18,15.9,53.09,21.94,29.42,30.88,23.59,31.89,28.4,29.01,31.77,37.12,20.11,10622.53
10/29/1999,26.75,32.98,29.64,15.33,15.95,54.94,23.53,29.63,30.42,23.85,31.97,29.24,29.08,32.28,37.49,20.31,10729.86
11/1/1999,26.45,31.91,28.71,15.14,15.95,54.1,23.1,29.72,29.14,24.1,31.97,29.19,29.94,32.49,37.45,19.68,10648.51
11/2/1999,26.69,31.59,27.91,15.54,15.62,53.02,23.55,28.99,29.18,23.85,31.37,29.24,29.39,32.81,37.37,20.26,10580.92
11/3/1999,26.59,31.48,27.83,15.7,15.38,52.77,24.24,29.49,28.74,24.24,31.79,29.07,29.6,32.07,37.12,20.59,10609.06
11/4/1999,26.66,31.33,27.91,15.13,15.33,51.2,24.8,29.79,29.33,26.12,32.02,28.99,29.2,32.39,37.29,20.31,10639.64
11/5/1999,26.92,32.07,28.51,15.18,15.72,50.47,25.04,29.84,30.07,26.88,32.3,28.93,29.35,33.24,38.66,18.63,10704.48
11/8/1999,26.73,31.46,28.43,14.99,15.9,52.6,24.97,29.54,29.42,27.17,31.72,28.42,30.1,33.72,38.95,18.01,10718.85
11/9/1999,26.47,31.28,26.75,14.94,15.6,52.43,24.34,29.31,28.96,26.81,31.34,28.08,29.8,34.09,38.62,18.1,10617.32
11/10/1999,26.66,31.05,26.95,14.9,15.65,54.32,24.02,29.14,28.09,26.63,31.17,27.53,29.77,32.89,38.03,18.29,10597.74
11/11/1999,26.45,31.21,26.55,15.25,15.34,53.2,24.15,29.36,28.29,27.17,30.84,28.32,29.51,33.59,38.24,18.63,10595.3
11/12/1999,26.92,33.03,26.67,15.25,15.55,53.69,23.16,29.43,29.64,27.96,30.51,28.18,29.67,34.28,39.2,19.37,10769.32
11/15/1999,27.42,33.67,25.9,15.4,15.75,52.67,22.52,29.36,28.79,27.1,30.21,27.49,29.54,33.56,39.24,20,10760.75
11/16/1999,28.45,34.15,26.71,15.75,16.02,52.99,23.28,30.1,29.99,26.7,30.54,27.59,29.77,34.25,39.87,20.19,10932.33
11/17/1999,28.72,33.11,27.47,15.35,16.21,52.5,22.72,29.96,28.55,26.66,31.04,26.86,30.22,34.07,39.2,20.1,10883.09
11/18/1999,29.09,33.16,27.76,15.51,16.34,54.88,23.86,29.6,29.07,27.17,31.62,26.84,30.38,35.37,39.53,20.97,11035.7
11/19/1999,28.95,33.19,28.2,13.64,16.36,58.2,24.28,29.83,28.94,27.39,31.89,27.17,30.64,35.05,38.7,20.68,11003.89
11/22/1999,27.99,33.13,27.03,13.93,17.68,60.41,24.47,29.87,28.55,27.11,31.64,28.38,30.71,34.73,37.78,21.06,11089.52
11/23/1999,27.36,33.3,26.91,13.91,18.03,59.39,24.02,29.52,27.87,26.95,31.42,28.32,31.14,34.36,37.24,20.87,10995.63
11/24/1999,27.18,32.76,26.51,13.46,18.37,58.52,24.99,29.71,27.74,26.23,32.02,28.97,31.17,33.88,38.58,21.84,11008.17
11/26/1999,27.02,32.68,26.51,13.34,18,58.8,24.4,29.27,27.57,25.76,32.1,28.79,31.33,34.3,38.75,21.31,10988.91
11/29/1999,26.86,31.65,26.38,12.8,18.18,58.34,24,29.8,26.83,26.33,32.15,28.49,30.91,34.09,39.28,21.98,10947.92
11/30/1999,27.04,32.35,26.22,12.86,18.24,57.71,23.31,29.43,26.93,26.48,31.62,28.77,29.94,33.77,38.37,21.55,10877.81
12/1/1999,26.72,32.71,26.79,13.01,18.48,57.91,23.2,29.07,26.98,26.63,30.81,29.44,31.12,34.68,39,21.64,10998.39
12/2/1999,27.5,32.86,25.9,13.17,18.28,58.94,23.58,28.39,27.57,26.15,30.4,29.96,31.19,34.66,38.4,21.54,11039.06
12/3/1999,28.1,33.67,26.06,13.38,18.52,62.65,23.92,27.58,28.59,26.55,31.21,30.37,31.54,35.93,39.32,21.84,11286.18
12/6/1999,27.67,33.66,24.89,13.2,17.51,64.96,23.67,27.46,27.5,26.66,30.52,30.15,31.4,35.54,39.67,21.5,11225.01
12/7/1999,26.31,34.02,24.49,12.67,15.99,65.31,23.47,26.48,27.41,25.86,29.52,29.38,30.48,35.5,38.62,21.26,11106.65
12/8/1999,26.6,33.89,24.04,12.51,16.26,66.23,22.65,25.87,27.1,25.79,29.57,28.99,30.69,35.95,39.05,21.06,11068.12
12/9/1999,26.51,34.22,24.41,12.7,16.84,63.49,22.27,26.45,27.15,25.83,28.72,29.3,30.46,37.21,41.45,21.35,11134.79
12/10/1999,26.58,35.92,25.25,12.94,17.14,61.04,21.96,26.77,27.52,25.03,28.82,29.66,30.62,37.96,42.11,21.68,11224.7
12/13/1999,26.52,35.61,24.65,12.84,16.8,61.43,22.52,26.43,27.38,24.31,27.53,30.53,30.58,38.86,45.27,21.35,11192.59
12/14/1999,26.65,34.37,24.85,12.79,16.6,61.18,22.02,26.71,26.7,23.87,28.11,31.18,30.93,39.45,44.65,22.03,11160.17
12/15/1999,26.95,33.87,25.01,12.9,16.23,59.92,24,26.85,26.32,24.2,28.92,34.26,31.22,39.87,43.99,22.32,11225.32
12/16/1999,26.51,32.68,25.62,13.06,15.86,61.14,24.4,26.84,26.15,24.2,28.01,35.92,30.46,41.23,45.73,21.64,11244.89
12/17/1999,26.91,33.22,24.73,12.46,16.19,61.6,24.95,26.91,25.37,23.87,26.85,36.41,29.46,42.11,43.31,21.84,11257.43
12/20/1999,26.45,33.24,24.79,12.51,16.14,61.15,24.64,26.09,25.19,24.48,26.87,35.62,29.84,41.99,42.83,21.75,11144.27
