Date,MMM,American Express,Boeing,Caterpillar,Coca Cola,IBM,Intel,J&J,JPMorgan,McDonalds,Merck & Co.,Microsoft,Procter & Gamble,The Home Depot,Walmart,Walt Disney,DJIA
6/7/2016,143.82,60.41,120.39,65.89,37.3,111.93,27.43,99.42,55.58,105.7,44.83,47.72,69.92,113.81,62.72,92.79,17938.28
6/8/2016,144.25,60.75,121.36,67.01,37.49,112.42,27.44,99.48,55.75,105.88,45.31,47.66,70.2,113.52,62.94,92.5,18005.05
6/9/2016,143.17,60.25,121.46,66.19,37.66,111.99,27.49,100.52,55.32,106.47,44.97,47.28,70.64,113.26,62.77,92.31,17985.19
6/10/2016,141.84,59.57,119.67,65.22,37.85,111.23,27.57,100.52,54.54,106.1,44.68,47.15,70.67,112.85,62.82,91.83,17865.34
6/13/2016,140.64,58.38,118.55,64.54,37.42,110.43,27.68,100.34,54.06,106.64,44.5,45.92,70.13,111.98,62.28,92.05,17732.48
6/14/2016,141.04,55.99,119.08,64.22,37.35,110.27,27.66,100.62,53.04,106.23,44.62,45.64,70.8,109.71,62.65,92.83,17674.82
6/15/2016,141.2,56.31,118.77,64.4,37.33,109.99,27.2,100.01,52.94,106,44.49,45.51,70.46,110.84,62.8,92.71,17640.17
6/16/2016,143,56.78,118.05,64.33,37.58,110.27,27.27,100.21,53.16,106.19,45.61,46.15,70.85,111.56,62.96,92.82,17733.1
6/17/2016,142.16,56.72,118.46,65.14,37.15,110.95,27.33,99.21,53.21,106.02,44.33,45.92,70.61,111.37,62.65,93.4,17675.16
6/20/2016,144.09,57.12,121.14,65.57,37.3,112.13,27.68,100.12,53.29,107.02,44.53,45.86,70.53,111.79,62.78,93.94,17804.87
6/21/2016,144.21,57.11,120.01,65.62,37.43,112.45,27.81,99.81,53.78,106.33,44.62,46.89,70.85,111.9,63.1,93.23,17829.73
6/22/2016,144.09,56.8,120.24,65.57,37.2,111.63,27.79,100.05,53.58,104.59,45.24,46.7,70.98,111.77,63.36,93.2,17780.83
6/23/2016,146.51,57.99,121.87,67.1,37.39,113.4,28.39,100.84,54.72,105.1,45.75,47.55,71.53,112.38,63.67,93.42,18011.07
6/24/2016,142.32,55.07,115.45,62.65,36.43,107.01,27.15,99.34,50.92,103.56,44.32,45.64,69.87,110.72,63.54,90.31,17400.75
6/27/2016,140.69,52.87,111.97,61.23,36.31,104.75,26.44,100.13,49.22,100.84,43.87,44.36,68.99,109.21,63.14,89.04,17140.24
6/28/2016,142.71,53.09,113.05,62.21,36.64,106.36,26.84,101.57,50.85,102.75,44.08,45.28,70.04,111.71,63.14,90.62,17409.72
6/29/2016,144.33,54.95,115.88,63.68,36.86,108.37,27.48,102.52,52.29,103.61,45.25,46.29,71.27,111.57,63.98,91.5,17694.68
6/30/2016,147.36,55.99,118.51,65.03,37.59,110.8,28.23,104.21,53.09,104.35,45.69,46.87,71.92,111.85,64.48,92.29,17929.99
7/1/2016,147.72,55.92,118.34,65.58,37.42,111.21,28.18,104.2,52.75,104.4,45.96,46.86,72.01,113.54,64.29,92.49,17949.37
7/5/2016,147.79,54.5,115.86,63.81,37.68,110.72,28.12,105.04,51.27,104.71,46,46.87,72.57,113.31,64.58,92.14,17840.62
7/6/2016,147.4,54.81,115.85,64.19,37.54,111.23,28.37,105.36,51.82,104.6,46.92,47.06,72.22,115.25,65.18,92.88,17918.62
7/7/2016,147.15,55.11,116.04,64.38,37.39,111.4,28.57,105.25,52.16,104.85,46.62,47.06,72.05,114.89,64.93,93.52,17895.88
7/8/2016,149.05,56.66,118.71,66.37,37.63,112.75,29.26,105.54,53.24,105.19,47.07,47.9,72.85,117.68,65.2,94.67,18146.74
7/11/2016,149.8,57.28,120.49,66.74,37.79,113.39,29.59,105.61,53.62,105.78,47.07,48.17,72.83,118.39,65.4,95.01,18226.93
7/12/2016,150.76,58.05,119.37,68.46,37.8,114.64,30.07,105.6,54.42,106,47.27,48.74,72.83,118.12,64.7,95.22,18347.67
7/13/2016,150.81,58.14,118.73,68.36,37.93,115.35,30.13,105.67,54.38,106.5,47.23,49.01,72.95,116.99,65.01,94.92,18372.12
7/14/2016,152.23,58.61,120.04,68.68,37.89,117,30.29,105.83,55.21,107.46,47.31,49.22,72.94,117.85,65.08,95,18506.41
7/15/2016,152.65,58.77,120.81,69.23,37.84,116.64,30.18,105.67,55.26,107.18,47.3,49.19,73.05,118.06,65.05,94.84,18516.55
7/18/2016,152.4,58.96,121.76,69.13,37.84,116.69,30.16,105.79,55.07,107.35,46.81,49.42,72.99,119.43,65.2,95.17,18533.05
7/19/2016,152.51,59.12,122.88,69.06,37.84,116.49,30.25,107.6,54.98,109.69,46.53,48.63,73.19,119.99,65.04,94.53,18559.01
7/20/2016,152.67,59.42,122.93,69.02,37.74,117.79,30.71,107.51,55.04,109.31,46.63,51.21,73.04,120.37,65.16,93.34,18595.03
7/21/2016,151.69,58.45,121.85,69.3,37.69,117.13,29.49,107.52,54.84,110.28,46.63,51.11,72.98,119.19,64.92,93.14,18517.23
7/22/2016,151.84,59.23,121.79,68.75,38.01,118.31,29.83,107.41,55.14,111.21,46.65,51.81,73.38,119.59,64.95,92.85,18570.85
7/25/2016,151.16,59.28,121.31,68.16,37.79,118.73,29.85,107.29,54.99,110.47,46.45,51.96,73.45,119.57,65.12,92.55,18493.06
7/26/2016,149.5,59.31,123.05,71.67,37.22,118.34,30.2,107.52,55.22,105.53,46.29,51.99,72.99,119.79,65.11,91.88,18473.75
7/27/2016,150.02,59.52,124.07,72.84,35.99,118.13,29.97,107.19,55.39,103.6,46.48,51.47,72.3,119.4,64.74,91.54,18472.17
7/28/2016,149.77,59.7,121.37,71.82,36.2,117.8,29.92,106.92,55.19,103.55,46.34,51.48,72.6,120.85,64.67,91.14,18456.35
7/29/2016,150.09,59.4,121.97,71.68,36.18,117.25,30,107.59,55.08,102.01,46.53,51.91,73.27,121.09,64.43,91.18,18432.24
8/1/2016,150.03,59.09,121.56,70.98,36.03,117.86,29.99,107.73,54.93,102.33,46.53,51.82,73.97,121.56,65.15,90.79,18404.51
8/2/2016,150.09,58.48,120.09,70.36,36.1,117.22,29.74,107.26,54.8,102.06,46.26,51.82,74.27,120.2,64.58,90.29,18313.77
8/3/2016,150.11,58.82,120.33,71.05,36.19,117.29,29.7,106.44,55.67,101.9,45.73,52.18,73.59,120.06,64.41,91.31,18355
8/4/2016,149.63,58.92,119.73,70.82,36.08,117.93,29.98,106.41,55.59,102.58,45.88,52.56,73.66,119.18,64.73,90.43,18352.05
8/5/2016,150.27,60.37,120.21,71.51,36.06,119.35,30.33,106.74,57.08,103.37,50.65,53.09,73.43,119.93,65.13,91.07,18543.53
8/8/2016,150.28,60.66,120.63,72.27,36.03,119.36,30.38,106.23,56.91,102.57,49.86,53.18,73.41,119.32,64.76,90.99,18529.29
8/9/2016,150.12,60.25,121.02,71.74,36.05,119.16,30.28,106.04,56.71,102.59,49.56,53.31,73.61,119.23,64.94,91.87,18533.05
8/10/2016,150.48,59.66,121.71,71.59,36.17,119.38,29.94,105.98,56.21,103.01,49.68,53.14,73.88,118.78,65.75,93,18495.66
8/11/2016,152.31,60.34,122.37,72.1,36.28,120.45,30.07,106.33,56.36,103.51,50.47,53.4,74.24,120.04,65.61,92.91,18613.52
8/12/2016,151.7,60.24,122.46,71.89,36.52,119.29,29.97,105.86,56.24,103.63,50.25,53.07,74.51,119.63,65.69,92.03,18576.47
8/15/2016,151.94,60.48,123.9,72.88,36.69,119.24,30.27,105.08,56.59,102.77,50.22,53.23,74.49,120.06,65.19,92.27,18636.05
8/16/2016,150.84,60.17,124.21,73.01,36.35,118.37,30.53,103.38,56.58,102.26,50,52.94,74.11,119.33,64.8,92.06,18552.02
8/17/2016,152.3,60.52,123.95,73.11,36.54,118.18,30.37,104.22,56.73,101.54,50.2,53.05,74.44,119.26,64.84,92.06,18573.94
8/18/2016,151.72,60.48,124.21,72.22,36.57,118.85,30.32,103.71,56.78,101.56,50.47,53.09,74.85,118.08,66.06,91.85,18597.7
8/19/2016,152.08,60.38,123.7,72.62,36.42,117.88,30.56,103.71,56.71,99.72,50.25,53.1,74.74,118.66,64.73,91.6,18552.57
8/22/2016,151.63,60.23,124.2,72.4,36.27,117.85,30.66,103.03,56.65,100.08,50.41,53.15,74.35,118.55,64.64,91.1,18529.42
8/23/2016,152.22,60.52,123.42,72.76,36.37,118.04,30.69,103.3,56.63,99.88,50.43,53.35,74.82,119.33,63.99,91.2,18547.3
8/24/2016,151.92,60.04,122.64,72.02,36.37,117.15,30.48,102.67,56.78,99.6,49.75,53.41,74.74,118.31,64.22,91.06,18481.48
8/25/2016,152.06,59.89,122.35,71.75,36.22,116.84,30.43,102.54,56.89,100.09,49.43,53.61,75.24,118.63,63.32,90.8,18448.41
8/26/2016,151.92,59.7,121.66,71.59,35.93,116.62,30.57,102.95,57.02,99.23,49.85,53.48,74.97,117.7,63.25,90.48,18395.4
8/29/2016,152.84,60.37,122.28,71.97,36.11,117.65,30.82,103.71,57.64,100.07,49.98,53.55,75.59,118.47,63.48,90.15,18502.99
8/30/2016,152.54,60.31,120.36,71.44,35.86,117.41,30.95,103.32,58.12,100.8,49.74,53.35,74.94,118.07,63.4,90.15,18454.3
8/31/2016,151.77,60.43,119.1,70.98,36.02,117.03,31.12,103.21,58.12,101.07,49.8,52.96,74.74,118.09,63.52,89.77,18400.88
9/1/2016,152.4,59.77,119.52,70.55,35.95,117.51,31.23,102.99,57.87,100.84,49.89,53.08,75.6,118.18,64.76,89.57,18419.3
9/2/2016,153.1,60.07,120.68,70.75,36.21,117.52,31.28,103.19,58.11,101.22,49.95,53.15,75.5,118.99,64.46,89.73,18491.96
9/6/2016,152.8,60.6,122.36,71.09,36.32,118.11,31.71,103.56,58.07,102.46,50.16,53.1,75.88,118.07,64.9,89.14,18538.12
9/7/2016,152.2,60.99,122.04,72.51,36.19,119.06,31.61,103.44,57.83,102.17,49.87,53.14,75.29,116.92,64.07,89.05,18526.14
9/8/2016,152.5,61.04,122.28,72.36,36.18,117.12,31.6,103.32,57.9,101.51,50.16,52.93,75.14,115.57,63.86,89.41,18479.91
9/9/2016,148.72,60.01,118.26,69.97,35.06,114.68,30.73,102.25,57.39,100.12,49.56,51.81,73.82,112.47,62.5,87.83,18085.45
9/12/2016,150.81,60.72,119.72,70.95,35.82,116.59,31.28,103.05,57.74,101.32,50.12,52.58,75.54,113.22,63.96,88.99,18325.07
9/13/2016,149.09,59.31,118.47,69.49,35.35,114.77,30.88,101.71,57.28,100.25,49.4,52.1,74.52,110.69,63.53,88.09,18066.75
9/14/2016,148.71,58.49,117.47,70.17,35.21,113.47,30.89,101.93,57.17,100.65,49.03,51.85,74.48,111.17,63.59,87.67,18034.77
9/15/2016,149.53,58.82,117.56,71.05,35.42,114.66,31.7,102.6,57.38,101.49,49.86,52.71,75.38,111.78,64.37,87.9,18212.48
9/16/2016,148.23,58.66,116.57,71.07,35.23,113.32,32.66,102.27,56.67,100.73,49.78,52.76,75.37,111.04,64.79,87.96,18123.8
9/19/2016,149.64,59.03,117.29,70.92,35.2,114.07,32.22,101.76,56.99,100.67,49.02,52.47,75.65,111.19,64.09,88.03,18120.17
9/20/2016,150.38,58.72,117.58,70.76,35.4,113.76,32.2,102.01,57.22,101.76,49.51,52.36,75.83,111.67,63.99,88.33,18129.96
9/21/2016,152.07,59.23,120.13,72.3,35.56,114.56,32.47,102.84,57.55,102.18,50.11,53.23,75.16,112.8,64.18,87.8,18293.7
9/22/2016,152.29,59.55,121.33,72.32,35.92,114.99,32.56,103.31,58.02,102.55,50.37,53.29,76.18,113.36,64.25,88.77,18392.46
9/23/2016,150.2,58.84,121.25,71.4,35.74,114.15,32.25,102.75,57.9,102.39,50.32,52.93,75.12,112.51,64.32,88.63,18261.45
9/26/2016,148.99,58.44,120.13,71.34,35.16,113.42,31.78,101.86,56.64,101.83,49.67,52.44,75.2,110.45,63.68,87.39,18094.83
9/27/2016,149.28,59.23,120.82,71.78,35.61,115.47,32.24,103.11,57.14,102.13,50.01,53.41,75.64,111.66,64.31,87.16,18228.3
9/28/2016,150.37,59.18,121.66,75,35.24,116.59,32.46,103.25,57.44,100.65,50.59,53.48,76.58,112.94,63.83,87.62,18339.24
9/29/2016,148.49,58.39,120.56,75.76,35.14,116.46,32.36,101.42,56.53,100.31,49.48,52.9,75.53,112.64,62.88,87.24,18143.45
9/30/2016,149.22,59.01,121.21,76.89,35.38,117.01,32.73,102.16,57.33,100.8,49.88,53.09,76.83,113.3,64.12,88.24,18308.15
10/3/2016,148.21,58.8,121.8,76.46,35.14,116.09,32.65,102.75,57.27,100.18,49.97,52.92,75.9,113.14,64.02,87.89,18253.85
10/4/2016,145.37,58.89,121.68,75.79,34.98,115.25,32.55,102.76,57.76,99.18,49.92,52.75,75.63,112.88,63.79,87.99,18168.45
10/5/2016,145.97,59.6,123.9,77.45,34.96,115.7,32.94,103.07,58.71,99.1,50.19,53.12,76.06,112.33,63.72,87.85,18281.03
10/6/2016,145.34,57.36,123.68,77.34,34.87,115.55,33.01,102.7,58.86,99.55,50.08,53.22,76.37,114.63,61.67,88.22,18268.5
10/7/2016,145.07,57.2,123.15,76.63,34.89,114.66,33.04,103.12,59.07,99.14,50.17,53.27,77.04,112.97,61.08,87.89,18240.49
10/10/2016,144.91,57.33,124.98,76.41,34.89,115.66,32.97,103.61,59.53,100.24,51.07,53.49,76.24,112.04,60.44,87.89,18329.04
10/11/2016,143.68,56.36,123.05,75.76,34.73,114.01,32.32,101.74,59.24,99.34,49.5,52.71,75.79,110.81,59.91,87.29,18128.66
10/12/2016,143.71,56.2,122.52,75.86,34.93,113.65,32.19,102.03,59.09,100.24,49.28,52.63,75.82,111.55,59.98,86.87,18144.2
10/13/2016,143.96,55.95,122.72,75.33,34.92,113.23,32.06,102.28,58.75,100.85,49.96,52.46,75.54,111.19,60.66,86.59,18098.94
10/14/2016,144.23,55.7,122.83,75.93,34.84,113.76,32.47,101.67,58.56,99.69,49.67,52.92,75.7,111.31,60.86,86.76,18138.38
10/17/2016,144.12,55.47,123.29,75.6,34.78,114,32.33,102.47,58.25,98.23,49.17,52.74,75.18,110.18,60.65,86.32,18086.4
10/18/2016,143.9,55.64,124.3,75.54,35.09,111.02,32.73,99.81,58.71,97.21,49.63,53.14,74.86,110.71,61.23,86.64,18161.94
10/19/2016,143.87,56.72,125.3,76.22,35.16,111.41,30.79,99.1,59.28,97.22,49.45,53.02,73.79,110.84,61.25,87.36,18202.62
10/20/2016,143.83,61.84,124.98,75.69,35.06,111.61,30.72,99.34,59.2,96.62,49.49,52.76,73.26,111.16,61.11,87.46,18162.35
10/21/2016,143.52,62.38,124.79,75.43,35.23,110.21,30.48,98.11,59.4,99.56,48.91,54.98,72.75,111.47,60.76,88.41,18145.71
10/24/2016,145.02,62.13,126.46,75.14,35.58,110.91,30.57,98.25,59.73,99.24,48.55,56.22,72.55,112.51,61.51,88.73,18223.03
10/25/2016,140.75,61.81,127.91,73.82,35.57,111.13,30.43,98.56,59.67,98.5,49.51,56.21,75.02,108.6,61.67,88.14,18169.27
10/26/2016,140.99,61.86,133.91,73.51,35.48,111.82,30.28,99.08,59.95,97.96,48.65,55.88,75.39,108.04,61.87,88.84,18199.33
10/27/2016,140.36,61.98,131.86,72.53,35.22,112.95,30.18,100.06,60.04,97.94,48.99,55.39,74.69,107.65,62.08,89.35,18169.68
10/28/2016,140.37,61.54,131.58,73.29,35.31,112.41,30.12,99.74,59.94,97.96,47.03,55.18,74.91,108.81,62.23,89.19,18161.19
10/31/2016,139.97,61.51,131.05,72.92,35.45,113.2,30.24,100.31,60.07,98.37,46.93,55.22,74.88,107.43,62.25,88.08,18142.42
11/1/2016,139.08,61.35,131.03,71.86,35.22,112.54,29.93,99.75,59.82,98.09,47.4,55.11,74.92,105.56,61.61,87.8,18037.1
11/2/2016,140.33,60.61,129.5,70.87,35.16,111.92,30,99.34,59.56,98.21,47.03,54.77,74.82,105.91,61.75,87.34,17959.64
11/3/2016,141.26,60.5,128.83,71.01,35.14,112.23,29.64,99.48,59.3,97.62,46.7,54.57,74.7,105.81,61.91,88.73,17930.67
11/4/2016,140.97,60.67,128.39,71.92,34.86,112.28,29.36,99.55,58.77,97.03,47.01,54.11,73.39,106.46,61.49,87.85,17888.28
11/7/2016,143.73,62.05,131.6,73.18,35.5,114.7,30.31,100.89,60.6,98.59,48,55.69,74.67,108.96,62.04,89.74,18259.6
11/8/2016,144.82,62.11,131.84,73.99,35.85,115.38,30.35,101.23,60.73,99.71,48.36,55.73,75.45,109.4,62.05,89.69,18332.74
11/9/2016,144.28,63.66,134.52,79.69,35.34,115.11,30.36,104.05,63.53,100.47,51.3,55.45,74.13,110.96,63.21,89.94,18589.69
11/10/2016,147.57,64.93,136.93,81.65,34.23,119.13,30.14,103.38,66.48,100.06,51.92,54.1,71.56,113.61,63.47,90.24,18807.88
11/11/2016,148.25,65.29,137.7,81.27,34.31,119.92,30.24,102.46,66.51,99.81,51.11,54.39,72.1,114.33,63.33,92.82,18847.66
11/14/2016,146.41,67.07,139.06,82.28,34.42,117.64,30.12,100.84,68.96,102.99,50.78,53.57,71.6,112.41,62.67,93.05,18868.69
11/15/2016,147.54,67.11,137.32,82.52,34.65,117.98,30.5,100.6,68.83,103.39,50.87,54.62,72.13,109.53,63.5,92.84,18923.06
11/16/2016,146.58,66.38,135.77,81.57,34.5,118.44,30.44,100.63,67.13,104.17,50.06,55.35,71.76,110.35,63.47,94.19,18868.14
11/17/2016,147.23,66.48,134.74,81.07,34.38,118.82,30.6,100.81,67.66,104.38,50.11,56.27,71.66,113.52,61.51,94.43,18903.82
11/18/2016,147.39,65.75,135.69,80.68,34.2,119.26,30.53,100.46,67.4,104.86,49.45,56,70.74,112.99,60.94,93.36,18867.93
11/21/2016,146.17,66.25,136.31,81.17,34.58,121.03,30.56,100.14,67.69,104.42,49.79,56.47,71.29,112.89,61.67,92.78,18956.69
11/22/2016,146.5,66.42,138.63,81.8,34.59,120.96,31,98.18,68.11,104.59,49.31,56.71,71.39,115.32,62.34,92.85,19023.87
11/23/2016,146.79,67.49,138.83,84.04,34.38,120.44,30.75,98.46,68.39,104.98,49.27,56.04,71.32,115.53,62.97,93.38,19083.18
11/25/2016,147.84,67.48,139.11,83.72,34.72,121.31,30.96,99.39,68.37,105.44,49.72,56.16,72,115.84,63.33,93.91,19152.14
11/28/2016,147,66.8,138.86,82.92,34.91,122.33,31.02,98.52,67.92,106.45,49.39,56.24,71.66,115.02,63.29,94.05,19097.9
11/29/2016,147.23,66.21,140.59,82.17,34.7,121.6,30.85,97.95,68.44,106.27,49.71,56.68,71.5,114.73,63.45,94.72,19121.6
11/30/2016,146.35,66.72,139.59,83.5,34.02,120.62,30.32,96.92,69.53,105.03,48.91,55.91,71.13,114.54,62.62,94.19,19123.58
12/1/2016,147.11,67.17,141.29,84.09,33.87,118.84,29.49,96.99,70.93,104.33,48.56,54.93,70.62,114.6,62.83,94.02,19191.93
12/2/2016,146.94,66.55,141.16,83.13,34.03,118.99,29.84,97.5,70.77,104.12,48.86,54.98,71.08,114.95,63.02,93.6,19170.42
12/5/2016,146.25,66.71,141.07,82.53,34.25,118.85,30.04,97.48,72.21,105.05,48.16,55.88,71.59,114.78,62.18,94.99,19216.24
12/6/2016,146.4,66.97,141.15,83.2,34.21,119.23,30.33,97.58,72.58,105.01,48.18,55.63,71.52,113.95,62.55,95.66,19251.78
12/7/2016,150.03,68.8,142.91,85.04,34.81,122.53,31.01,96.75,72.91,105.6,48,56.94,72.62,117.25,63.22,96.92,19549.62
12/8/2016,149.88,69.37,144.07,84.12,34.55,122.96,31.19,96.65,73.82,106.07,48.05,56.61,72.03,117.31,62.98,99,19614.81
12/9/2016,152.11,69.24,145.09,83.47,35.41,123.82,31.24,97.76,74.14,106.78,48.94,57.5,72.78,118.07,62.75,100.42,19756.85
12/12/2016,153.09,68.14,145.71,0,35.33,123.06,31.43,100.46,73.48,107.21,49.33,57.69,73.44,119.12,64.18,99.65,19796.43
12/13/2016,152.39,68.38,145.25,83.9,35.21,125.14,32.15,100.92,73.51,108.03,49.78,58.44,73.48,120.86,64.29,99.45,19911.21
12/14/2016,150.49,68.6,143.22,81.91,34.75,125.3,31.93,100.14,73.48,108.18,49.79,58.16,72.78,120.36,63.88,99.64,19792.53
12/15/2016,150,69.4,142.57,82.6,35.03,124.93,32.14,100.92,74.59,107.75,50.25,58.07,73.05,120.24,63.65,99.97,19852.24
12/16/2016,151.22,69.46,143.24,80.89,35.19,123.98,31.72,100.91,73.67,108.53,50.31,57.81,73.05,119.59,63.56,99.51,19843.41
12/19/2016,151.82,69.04,144.8,81.01,35.13,123.94,32.23,101.03,74.09,108.31,49.26,59.03,73.07,119.88,64.09,100.84,19883.06
12/20/2016,152.24,69.51,145,82.43,35.13,124.62,32.51,100.72,75.04,108.61,48.74,58.96,72.95,121.36,64.31,100.99,19974.62
12/21/2016,152.05,69.75,146.01,0,35.05,124.42,32.31,100.41,75.24,108.47,47.88,58.96,72.7,121.11,63.79,101.09,19941.96
12/22/2016,152.71,69.07,145.99,82.24,35.03,124.22,32.26,100.53,75.36,108.95,48,58.97,72.87,119.87,62.31,100.95,19918.88
12/23/2016,152.33,69.43,146.31,82.41,35.08,123.96,32.3,100.98,75.5,108.44,47.99,58.68,73.29,119.54,62.27,100.69,19933.81
12/27/2016,152.47,69.44,146.01,82.61,35.08,124.28,32.39,100.94,75.57,108.38,48.17,58.71,72.98,119.72,62.41,100.71,19945.04
12/28/2016,151.76,68.87,144.73,81.39,34.9,123.57,32,100.23,75.02,108.03,47.75,58.45,72.52,119.56,62.06,99.88,19833.68
12/29/2016,152.04,68.46,144.35,81.51,35.08,123.88,32.03,100.57,74.49,108.13,47.57,58.36,72.76,119.58,62.02,100.13,19819.78
12/30/2016,152.17,68.61,144.34,81.03,34.96,123.43,31.69,100.33,74.84,107.19,47.43,57.66,72.53,118.68,61.89,99.8,19762.6
1/3/2017,151.73,69.78,145.53,82.13,35.24,124.32,31.98,100.88,75.65,105.34,48.46,58.07,72.63,118.88,61.48,101.58,19881.76
1/4/2017,151.96,70.93,147.06,81.76,35.12,125.86,31.81,100.71,75.79,105.22,48.45,57.81,72.89,119.94,61.84,102.89,19942.16
1/5/2017,151.44,70.05,147.15,81.26,35.2,125.44,31.76,101.76,75.09,105.41,48.43,57.81,73.38,118.52,61.97,102.83,19899.29
1/6/2017,151.88,70.19,147.51,81.3,35.19,126.06,31.87,101.28,75.1,106.34,48.56,58.31,73.35,118.19,61.12,104.36,19963.8
1/9/2017,151.07,70.55,146.79,80.71,34.84,124.66,31.98,101.26,75.15,106.05,49.23,58.12,72.81,118.88,61.53,103.77,19887.38
1/10/2017,150.48,71.29,147.48,81.99,34.6,123.08,31.92,101.15,75.37,105.89,48.28,58.1,72.02,120.47,61.1,103.79,19855.53
1/11/2017,151.59,71.53,147.79,82.7,34.61,124.73,32.28,99.91,75.94,106.45,49.65,58.63,72.25,120.11,61.36,104.8,19954.28
1/12/2017,151.21,71.5,146.76,82.13,34.53,124.88,32.07,99.81,75.21,107.52,50.12,58.09,72.32,119.56,60.86,102.97,19891
1/13/2017,151.17,71.26,147.26,82.55,34.47,124.43,32.14,99.8,75.61,107,50.23,58.18,72.47,119.53,60.11,103.48,19885.73
1/17/2017,151.06,71.24,146.18,81.76,34.76,124.84,32.15,100.03,72.86,108.1,49.53,58.02,73.5,120.32,61.27,103.39,19826.77
1/18/2017,152.11,72.07,146.79,82.23,34.81,124.03,32.12,99.88,73.2,108.06,49.28,57.99,73.84,120.52,60.99,103.58,19804.72
1/19/2017,152.27,71.33,147.42,82.27,34.69,124.04,31.95,99.45,72.64,107.59,48.61,57.81,73.64,119.84,60.55,102.73,19732.4
1/20/2017,152.11,70.87,147.91,83.33,34.84,126.82,32.27,99.4,72.97,107.66,50.38,58.21,76.03,120.03,60.16,103.1,19827.25
1/23/2017,152.12,70.66,146.34,83.22,34.93,127.17,32.12,99.19,73,106.89,49.8,58.42,75.61,122.21,59.68,102.58,19799.85
1/24/2017,149.96,72.01,148.85,84.79,35.33,130.79,32.87,97.32,73.88,106.6,49.32,58.94,76.39,122.2,60.35,103.33,19912.71
1/25/2017,150.61,71.51,155.17,86.47,35.51,132.57,33.02,98.23,75.02,107.25,49.21,59.09,75.78,121.69,59.9,103.46,20068.51
1/26/2017,150.68,71.55,156.8,85.65,35.25,132.85,32.81,97.39,75.65,107.33,49.31,59.63,75.3,122.56,59.75,103.48,20100.91
1/27/2017,151.24,71.47,155.48,87.21,34.95,131.84,33.18,98.73,75.81,108.19,49.75,61.03,75.4,122.44,58.79,104.67,20093.78
1/30/2017,149.49,71.87,153.51,85.27,34.89,130.72,32.69,98.52,75.02,108.33,49.49,60.43,75.43,122.57,59.47,106.24,19971.13
1/31/2017,148.98,71.04,151.51,84.28,35.05,129.77,32.17,98.62,73.8,107.94,49.94,59.99,76.16,121.78,59.76,105.96,19864.09
2/1/2017,149.28,71.39,152.02,83.79,34.79,129.6,31.91,98.6,74.08,107.81,50.03,58.99,75.93,121.65,59.3,106.58,19890.94
2/2/2017,148.43,71.16,150.44,82.61,34.91,129.81,32.05,98.9,73.77,108.51,51.71,58.61,76.3,121.22,59.73,105.92,19884.91
2/3/2017,149.17,72.58,150.57,82.18,35.03,130.73,32.13,98.96,76.03,109.41,51.8,59.09,76,122.13,59.55,105.63,20071.46
2/6/2017,149.22,72.38,152.03,81.82,35.04,130.76,31.91,98.75,75.67,109.59,52.32,59.05,75.99,120.81,59.46,104.93,20052.42
2/7/2017,149.78,72.28,154.37,82.21,35.33,132.7,31.98,98.82,75.63,109.72,51.72,58.85,76.52,120.95,59.9,104.38,20090.29
2/8/2017,150.89,72.36,153.18,81.86,35.43,132.08,32.01,98.75,74.96,109.79,51.82,58.77,76.8,122.04,60.72,104.38,20054.34
2/9/2017,151.84,72.71,153.62,82.78,34.78,132.86,31.2,99.34,76.04,109.62,51.88,59.44,77.1,122.78,61.86,104.85,20172.4
2/10/2017,152.54,72.99,155.44,84.85,34.22,133.96,31.1,100.35,75.87,110.8,51.68,59.38,76.49,123.79,60.91,104.63,20269.37
2/13/2017,154.26,73.39,157.13,86.78,34.25,134.47,31.5,100.91,76.87,110.55,52.18,60.05,76.78,123.8,60.68,105,20412.16
2/14/2017,154.76,73.85,157.57,86.42,34.17,135.05,31.61,101.33,78.1,110.79,52.9,60.28,76.39,125.12,61.48,105.65,20504.41
2/15/2017,155.85,74.03,158.32,87.24,34.1,136.21,31.72,102.06,79,111.38,52.5,60.24,79.23,125.86,61.51,105.51,20611.86
2/16/2017,157.32,73.95,159.73,86.57,34.74,136.02,32.04,102.83,78.95,111.57,52.58,60.23,78.94,125.28,61.67,106.02,20619.77
2/17/2017,156.92,74.13,161.5,87.09,34.76,135.45,32.1,103.51,78.69,112.54,52.68,60.32,79.2,126.58,62.12,105.4,20624.05
2/21/2017,157.28,74.38,164.17,86.43,34.96,135.15,32.13,104.2,79.37,112.75,52.76,60.2,79.7,128.36,63.98,105.35,20743
2/22/2017,159.57,74.27,163.98,86.52,35.08,135.81,31.74,104.08,79.41,112.59,52.6,60.08,79.5,128.57,64.21,105.45,20775.6
2/23/2017,160.56,74.45,165.39,84.18,35.13,136.19,31.83,105.98,79.47,112.96,53.05,60.32,79.23,128.09,63.85,105.08,20810.32
2/24/2017,160.75,74.18,165.93,84.12,35.23,135.96,32.14,107.58,78.77,113.29,53.3,60.32,79.16,129.19,64.82,105.64,20821.76
2/27/2017,160.32,74.56,167.79,85.85,35.13,134.5,32.12,107.29,78.86,112.65,53.05,59.96,79.03,128.61,64.24,105.56,20837.44
